reference,name,listed-building,listed-building-grade,notes,start-date,end-date,entry-date,geometry
LB1580,Railings and parapets to forecourt and gardens of Nos.1-42,1271891,II,,1974-05-14,,,"POLYGON ((-0.145536 51.530438,-0.145531 51.530352,-0.145528 51.530281,-0.145527 51.530255,-0.145524 51.53022,-0.145524 51.530217,-0.145527 51.530207,-0.145528 51.530205,-0.145531 51.530202,-0.145534 51.530201,-0.145545 51.530197,-0.145542 51.530182,-0.145542 51.530179,-0.145544 51.530176,-0.145546 51.530175,-0.145542 51.530057,-0.145535 51.530056,-0.14553 51.530055,-0.145526 51.530054,-0.145523 51.530051,-0.145522 51.530048,-0.145508 51.529691,-0.145509 51.529688,-0.145511 51.529685,-0.145515 51.529683,-0.145521 51.529682,-0.145528 51.529681,-0.145524 51.529503,-0.145515 51.529503,-0.145509 51.529502,-0.145505 51.5295,-0.145502 51.529498,-0.1455 51.529494,-0.145489 51.529161,-0.14549 51.529158,-0.145492 51.529156,-0.145495 51.529154,-0.145499 51.529152,-0.145504 51.529152,-0.145507 51.529152,-0.1455 51.529008,-0.145495 51.529008,-0.145489 51.529008,-0.145485 51.529006,-0.145482 51.529003,-0.145481 51.529,-0.14547 51.52866,-0.14547 51.528656,-0.145473 51.528653,-0.145478 51.528651,-0.145483 51.52865,-0.14549 51.52865,-0.145486 51.528474,-0.145478 51.528474,-0.145473 51.528474,-0.145469 51.528473,-0.145465 51.528471,-0.145463 51.528468,-0.145462 51.528465,-0.14545 51.528109,-0.145451 51.528106,-0.145454 51.528103,-0.145458 51.528101,-0.145463 51.5281,-0.14547 51.528099,-0.145466 51.527987,-0.145466 51.527964,-0.145464 51.527962,-0.145463 51.527962,-0.145458 51.527961,-0.145454 51.527961,-0.14545 51.527959,-0.145447 51.527957,-0.145445 51.527955,-0.145444 51.527952,-0.145445 51.527947,-0.145438 51.527747,-0.145439 51.527744,-0.145442 51.527741,-0.145447 51.527739,-0.145452 51.527738,-0.145678 51.527735,-0.145683 51.527735,-0.145687 51.527737,-0.14569 51.527739,-0.145692 51.527741,-0.145693 51.527744,-0.145693 51.527782,-0.145694 51.527804,-0.145696 51.52785,-0.145697 51.527881,-0.145697 51.527882,-0.145698 51.527915,-0.1457 51.527983,-0.145705 51.528105,-0.14571 51.528248,-0.14573 51.528746,-0.14573 51.528747,-0.145736 51.528978,-0.14574 51.529103,-0.145757 51.5296,-0.145771 51.529948,-0.145774 51.530072,-0.145776 51.530153,-0.145779 51.530161,-0.14578 51.530162,-0.145783 51.530186,-0.14582 51.530275,-0.145828 51.530294,-0.145871 51.530399,-0.145872 51.530402,-0.145871 51.530406,-0.145871 51.530409,-0.145869 51.530412,-0.145866 51.530415,-0.145863 51.530417,-0.14586 51.530419,-0.145852 51.530421,-0.145849 51.530422,-0.145603 51.530465,-0.1456 51.530466,-0.145594 51.530466,-0.145585 51.530467,-0.14558 51.530467,-0.145567 51.530465,-0.145563 51.530464,-0.145557 51.530461,-0.145553 51.53046,-0.145551 51.530459,-0.145547 51.530458,-0.145544 51.530455,-0.145541 51.530454,-0.14554 51.530452,-0.145538 51.53045,-0.145538 51.530449,-0.145536 51.530447,-0.145536 51.530445,-0.145535 51.530443,-0.145536 51.530438),(-0.145564 51.530438,-0.145564 51.530442,-0.145566 51.530444,-0.145567 51.530444,-0.145571 51.530446,-0.145576 51.530448,-0.145584 51.530449,-0.145591 51.530448,-0.145596 51.530448,-0.14584 51.530405,-0.145843 51.530404,-0.145843 51.530403,-0.1458 51.530299,-0.145792 51.530279,-0.145755 51.53019,-0.145755 51.530188,-0.145751 51.530165,-0.145747 51.530156,-0.145747 51.530154,-0.145745 51.530073,-0.145742 51.529948,-0.145729 51.529601,-0.145711 51.529103,-0.145707 51.528979,-0.145701 51.528747,-0.145681 51.528249,-0.145677 51.528105,-0.145672 51.527984,-0.145669 51.527915,-0.145668 51.527882,-0.145667 51.527851,-0.145665 51.527804,-0.145664 51.527783,-0.145664 51.527782,-0.145664 51.527753,-0.145467 51.527756,-0.145474 51.527944,-0.145476 51.527944,-0.14548 51.527944,-0.145485 51.527946,-0.145488 51.527948,-0.145489 51.527951,-0.14549 51.527952,-0.145492 51.527954,-0.145494 51.527956,-0.145495 51.527959,-0.145495 51.527987,-0.145499 51.528107,-0.145498 51.52811,-0.145495 51.528113,-0.145491 51.528115,-0.145486 51.528116,-0.145479 51.528117,-0.145491 51.528455,-0.145499 51.528455,-0.145503 51.528455,-0.145508 51.528456,-0.145511 51.528458,-0.145514 51.528461,-0.145515 51.528464,-0.145519 51.528659,-0.145518 51.528662,-0.145515 51.528665,-0.145511 51.528667,-0.145505 51.528668,-0.145499 51.528668,-0.145509 51.528991,-0.145515 51.528991,-0.14552 51.528991,-0.145524 51.528993,-0.145528 51.528996,-0.145529 51.528999,-0.145536 51.529161,-0.145535 51.529164,-0.145533 51.529166,-0.14553 51.529169,-0.145526 51.52917,-0.145521 51.52917,-0.145518 51.52917,-0.145529 51.529485,-0.145539 51.529485,-0.145544 51.529486,-0.145549 51.529488,-0.145552 51.529491,-0.145553 51.529494,-0.145557 51.529689,-0.145557 51.529693,-0.145554 51.529695,-0.14555 51.529697,-0.145545 51.529698,-0.145537 51.529699,-0.145551 51.530039,-0.145557 51.53004,-0.145562 51.53004,-0.145567 51.530042,-0.145569 51.530045,-0.14557 51.530048,-0.145575 51.53018,-0.145574 51.530183,-0.145572 51.530186,-0.145575 51.530201,-0.145575 51.530204,-0.145574 51.530206,-0.145571 51.530208,-0.145568 51.53021,-0.145554 51.530215,-0.145553 51.53022,-0.145556 51.530254,-0.145556 51.530255,-0.145556 51.53028,-0.145559 51.530352,-0.145564 51.530437,-0.145564 51.530438))"
LB1751,Two lamp posts,1379211,II,,1974-05-14,,,"MULTIPOLYGON (((-0.129295 51.526648,-0.129296 51.526644,-0.129299 51.526642,-0.129304 51.52664,-0.129309 51.526639,-0.129315 51.52664,-0.129319 51.526642,-0.129322 51.526645,-0.129323 51.526648,-0.129322 51.526652,-0.129319 51.526655,-0.129314 51.526657,-0.129309 51.526657,-0.129303 51.526656,-0.129298 51.526654,-0.129295 51.526651,-0.129295 51.526648)),((-0.129076 51.526739,-0.129077 51.526735,-0.12908 51.526733,-0.129085 51.526731,-0.129091 51.52673,-0.129096 51.526731,-0.129101 51.526733,-0.129104 51.526736,-0.129105 51.526739,-0.129103 51.526743,-0.1291 51.526746,-0.129095 51.526747,-0.12909 51.526748,-0.129084 51.526747,-0.12908 51.526745,-0.129077 51.526742,-0.129076 51.526739)))"
LB1970,"Lincoln's Inn Fields Gardens, London, WC2A 3AA",1446844,II,,2017-09-06,,,"MULTIPOLYGON (((-0.118253 51.516464,-0.118254 51.51646,-0.118258 51.516457,-0.118262 51.516455,-0.118268 51.516455,-0.118273 51.516456,-0.118278 51.516458,-0.118281 51.516461,-0.118282 51.516464,-0.118281 51.516468,-0.118278 51.51647,-0.118273 51.516472,-0.118267 51.516473,-0.118262 51.516472,-0.118257 51.51647,-0.118254 51.516467,-0.118253 51.516464)),((-0.118181 51.516563,-0.118182 51.51656,-0.118185 51.516557,-0.11819 51.516555,-0.118195 51.516554,-0.118201 51.516555,-0.118205 51.516557,-0.118208 51.51656,-0.118209 51.516563,-0.118208 51.516567,-0.118205 51.51657,-0.1182 51.516572,-0.118195 51.516572,-0.118189 51.516571,-0.118185 51.516569,-0.118182 51.516566,-0.118181 51.516563)))"
LB1890,"BACON'S LANE Highgate No. 6 'youth', Sculpture On Circular Brick Plinth In the Garden 6",1393413,II,,2009-08-10,,,"POLYGON ((-0.148964 51.569404,-0.148965 51.5694,-0.148968 51.569398,-0.148973 51.569396,-0.148978 51.569395,-0.148984 51.569396,-0.148989 51.569398,-0.148992 51.569401,-0.148993 51.569404,-0.148991 51.569408,-0.148988 51.569411,-0.148983 51.569413,-0.148978 51.569413,-0.148972 51.569412,-0.148968 51.56941,-0.148965 51.569407,-0.148964 51.569404))"
LB57,(East side) Lamp post on corner of Gordon Square and Gordon Street,1113042,II,,1981-08-04,,,"POLYGON ((-0.131871 51.524686,-0.131872 51.524683,-0.131875 51.52468,-0.13188 51.524678,-0.131886 51.524677,-0.131891 51.524678,-0.131896 51.52468,-0.131899 51.524683,-0.1319 51.524687,-0.131898 51.52469,-0.131895 51.524693,-0.13189 51.524695,-0.131885 51.524695,-0.131879 51.524695,-0.131875 51.524693,-0.131872 51.52469,-0.131871 51.524686))"
LB1576,Railings and gates to private garden in middle of square,1244554,II,,1951-10-24,,,"POLYGON ((-0.130337 51.518534,-0.130367 51.518536,-0.130368 51.518536,-0.130403 51.51854,-0.130404 51.51854,-0.130427 51.518544,-0.130451 51.518548,-0.130452 51.518548,-0.130475 51.518553,-0.130476 51.518553,-0.130494 51.518558,-0.130495 51.518558,-0.130535 51.51857,-0.130536 51.518571,-0.130574 51.518586,-0.130575 51.518586,-0.130597 51.518596,-0.130598 51.518597,-0.130633 51.518616,-0.130634 51.518617,-0.13065 51.518627,-0.130651 51.518628,-0.130666 51.518639,-0.130678 51.518646,-0.130679 51.518647,-0.130718 51.518678,-0.130719 51.518679,-0.130735 51.518695,-0.130736 51.518696,-0.130738 51.518698,-0.130748 51.518709,-0.130749 51.51871,-0.130756 51.518722,-0.130764 51.518734,-0.13077 51.518743,-0.130779 51.51876,-0.13078 51.518761,-0.130788 51.518778,-0.130788 51.518779,-0.130794 51.518796,-0.130794 51.518797,-0.130796 51.518801,-0.130799 51.518815,-0.130801 51.518829,-0.130801 51.51883,-0.130802 51.518844,-0.130802 51.518859,-0.1308 51.518875,-0.130797 51.518891,-0.130793 51.518906,-0.130788 51.518921,-0.130781 51.518937,-0.130774 51.518952,-0.130767 51.518964,-0.130767 51.518965,-0.130756 51.518982,-0.130744 51.518999,-0.130743 51.518999,-0.13073 51.519015,-0.130729 51.519016,-0.130699 51.519048,-0.130687 51.519059,-0.130665 51.519079,-0.130664 51.519079,-0.13064 51.519098,-0.130616 51.519117,-0.130615 51.519118,-0.130554 51.519161,-0.130553 51.519161,-0.130507 51.519189,-0.130502 51.519193,-0.130501 51.519193,-0.130452 51.519221,-0.130452 51.519222,-0.130416 51.51924,-0.130381 51.519256,-0.130377 51.519258,-0.130376 51.519259,-0.130344 51.519272,-0.130307 51.519287,-0.130306 51.519287,-0.130295 51.519291,-0.130236 51.519312,-0.130235 51.519312,-0.130177 51.519331,-0.130173 51.519333,-0.1301 51.519355,-0.130058 51.519366,-0.130057 51.519366,-0.130018 51.519375,-0.130017 51.519375,-0.129978 51.519382,-0.129978 51.519383,-0.129939 51.519389,-0.129938 51.519389,-0.129907 51.519393,-0.129872 51.519396,-0.129871 51.519396,-0.129836 51.519399,-0.129835 51.519399,-0.1298 51.5194,-0.129799 51.5194,-0.129763 51.5194,-0.129762 51.5194,-0.129756 51.5194,-0.129755 51.5194,-0.129722 51.519399,-0.129688 51.519397,-0.129655 51.519394,-0.129652 51.519394,-0.129623 51.51939,-0.129594 51.519386,-0.129593 51.519385,-0.129566 51.51938,-0.129565 51.519379,-0.129556 51.519377,-0.129555 51.519377,-0.129539 51.519372,-0.129538 51.519372,-0.129523 51.519367,-0.129522 51.519366,-0.129508 51.51936,-0.129507 51.51936,-0.129493 51.519353,-0.129479 51.519347,-0.129478 51.519347,-0.129444 51.519329,-0.129443 51.519329,-0.129421 51.519317,-0.12942 51.519316,-0.1294 51.519303,-0.129375 51.519287,-0.129374 51.519287,-0.129355 51.519271,-0.129354 51.519271,-0.129347 51.519265,-0.129346 51.519264,-0.129335 51.519254,-0.129334 51.519253,-0.129324 51.519242,-0.129314 51.519231,-0.129314 51.51923,-0.129309 51.519223,-0.129308 51.519223,-0.129299 51.519209,-0.129291 51.519195,-0.12929 51.519195,-0.129282 51.51918,-0.129282 51.519178,-0.129275 51.519163,-0.129275 51.519162,-0.129269 51.519147,-0.129269 51.519146,-0.129268 51.51914,-0.129257 51.519108,-0.129257 51.519106,-0.129257 51.519105,-0.129256 51.519093,-0.129255 51.519093,-0.129255 51.51908,-0.129256 51.519069,-0.129257 51.519055,-0.129257 51.519054,-0.12926 51.519041,-0.12926 51.51904,-0.129264 51.519027,-0.129267 51.519018,-0.129267 51.519017,-0.129275 51.518993,-0.129282 51.518974,-0.129283 51.518973,-0.129291 51.518961,-0.129291 51.51896,-0.129299 51.518948,-0.1293 51.518948,-0.129318 51.518924,-0.129323 51.518919,-0.129323 51.518918,-0.129337 51.518905,-0.129338 51.518904,-0.129352 51.518891,-0.129436 51.518825,-0.129468 51.518802,-0.129517 51.518769,-0.129518 51.518768,-0.129562 51.518741,-0.129563 51.51874,-0.1296 51.518721,-0.1296 51.51872,-0.129639 51.518702,-0.129657 51.518692,-0.129658 51.518692,-0.129719 51.518664,-0.129733 51.518658,-0.129734 51.518658,-0.129821 51.518625,-0.129822 51.518625,-0.129866 51.51861,-0.129867 51.51861,-0.129954 51.518582,-0.129956 51.518581,-0.129959 51.51858,-0.129997 51.518571,-0.130037 51.518562,-0.130038 51.518562,-0.130112 51.518548,-0.130113 51.518548,-0.130159 51.518541,-0.13016 51.518541,-0.130206 51.518536,-0.130207 51.518536,-0.130237 51.518534,-0.130238 51.518534,-0.130268 51.518533,-0.130269 51.518533,-0.130299 51.518533,-0.1303 51.518533,-0.130303 51.518533,-0.130305 51.518533,-0.130306 51.518533,-0.130336 51.518534,-0.130337 51.518534),(-0.13024 51.518552,-0.13021 51.518553,-0.130166 51.518558,-0.13012 51.518565,-0.130047 51.518579,-0.130007 51.518588,-0.129971 51.518597,-0.12997 51.518597,-0.129968 51.518598,-0.12988 51.518626,-0.129836 51.518641,-0.129749 51.518673,-0.129736 51.518679,-0.129675 51.518706,-0.129657 51.518716,-0.129656 51.518716,-0.129618 51.518734,-0.129582 51.518754,-0.129538 51.518781,-0.12949 51.518814,-0.129458 51.518836,-0.129375 51.518901,-0.129362 51.518914,-0.129348 51.518928,-0.129343 51.518933,-0.129326 51.518955,-0.129317 51.518967,-0.12931 51.518979,-0.129303 51.518997,-0.129295 51.519021,-0.129293 51.51903,-0.129292 51.51903,-0.129288 51.519044,-0.129286 51.519056,-0.129284 51.519069,-0.129284 51.51908,-0.129284 51.519092,-0.129286 51.519103,-0.129286 51.519104,-0.129286 51.519105,-0.129296 51.519136,-0.129296 51.519137,-0.129298 51.519143,-0.129303 51.519159,-0.12931 51.519174,-0.12931 51.519176,-0.129318 51.519189,-0.12934 51.519223,-0.129349 51.519233,-0.12935 51.519233,-0.129359 51.519244,-0.12937 51.519254,-0.129377 51.51926,-0.129396 51.519275,-0.129497 51.519333,-0.12951 51.519339,-0.129524 51.519345,-0.129538 51.519351,-0.129551 51.519356,-0.129567 51.51936,-0.129576 51.519363,-0.129602 51.519368,-0.129629 51.519373,-0.129657 51.519376,-0.129658 51.519376,-0.129691 51.519379,-0.129724 51.519381,-0.129757 51.519382,-0.129763 51.519382,-0.129798 51.519382,-0.129833 51.519381,-0.129868 51.519379,-0.129902 51.519375,-0.129932 51.519372,-0.12997 51.519365,-0.130009 51.519358,-0.130047 51.519349,-0.130088 51.519339,-0.130159 51.519317,-0.130162 51.519316,-0.130222 51.519296,-0.130281 51.519275,-0.130292 51.519272,-0.130328 51.519257,-0.130359 51.519244,-0.130363 51.519242,-0.130398 51.519226,-0.130433 51.519208,-0.130481 51.51918,-0.130486 51.519177,-0.130533 51.519148,-0.130594 51.519106,-0.130641 51.519068,-0.130663 51.519049,-0.130674 51.519038,-0.130704 51.519007,-0.130717 51.518991,-0.130729 51.518975,-0.13074 51.518958,-0.130747 51.518946,-0.130754 51.518932,-0.13076 51.518917,-0.130765 51.518903,-0.130769 51.518888,-0.130772 51.518874,-0.130773 51.518858,-0.130773 51.518844,-0.130773 51.518831,-0.13077 51.518817,-0.130767 51.518804,-0.130766 51.5188,-0.13076 51.518783,-0.130752 51.518766,-0.130743 51.518749,-0.130738 51.518741,-0.13073 51.518729,-0.130729 51.518729,-0.130722 51.518717,-0.130713 51.518707,-0.130712 51.518706,-0.13071 51.518704,-0.130695 51.518689,-0.130656 51.518658,-0.130645 51.518651,-0.130629 51.51864,-0.130614 51.51863,-0.13058 51.518611,-0.130559 51.518601,-0.130521 51.518586,-0.130483 51.518574,-0.130466 51.51857,-0.130444 51.518565,-0.13042 51.518561,-0.130398 51.518558,-0.130363 51.518554,-0.130334 51.518552,-0.130302 51.518551,-0.130269 51.518551,-0.13024 51.518552))"
LB7,"Drinking fountain south-east of Zoological Gardens, that part in Camden LB",1272351,II,,1987-12-01,,,"POLYGON ((-0.150591 51.532836,-0.150592 51.532833,-0.150596 51.53283,-0.1506 51.532828,-0.150606 51.532828,-0.150611 51.532828,-0.150616 51.53283,-0.150619 51.532833,-0.15062 51.532837,-0.150619 51.53284,-0.150615 51.532843,-0.150611 51.532845,-0.150605 51.532846,-0.1506 51.532845,-0.150595 51.532843,-0.150592 51.53284,-0.150591 51.532836))"
LB1796,(North side) No.28 and attached boundary walls and piers,1244684,II,,1999-12-30,,,"POLYGON ((-0.181187 51.552125,-0.181232 51.552175,-0.181234 51.552177,-0.181234 51.55218,-0.181233 51.552183,-0.18123 51.552185,-0.181226 51.552187,-0.181203 51.552194,-0.181204 51.552197,-0.181204 51.5522,-0.181201 51.552203,-0.181197 51.552205,-0.181147 51.552223,-0.181142 51.552224,-0.181136 51.552224,-0.181131 51.552222,-0.181128 51.55222,-0.181077 51.552164,-0.181075 51.552161,-0.181075 51.552158,-0.181076 51.552157,-0.181057 51.552136,-0.181019 51.552149,-0.181014 51.55215,-0.181008 51.55215,-0.181004 51.552149,-0.181 51.552146,-0.180997 51.552143,-0.180925 51.552168,-0.18092 51.552169,-0.180915 51.552169,-0.18091 51.552168,-0.180906 51.552165,-0.180901 51.552161,-0.180895 51.552162,-0.18089 51.552163,-0.180885 51.552163,-0.180881 51.552161,-0.180877 51.552159,-0.180821 51.552099,-0.180819 51.552097,-0.180819 51.552094,-0.18082 51.552091,-0.180823 51.552089,-0.180826 51.552087,-0.180832 51.552085,-0.18083 51.552082,-0.180828 51.552079,-0.180829 51.552076,-0.180831 51.552073,-0.180835 51.552071,-0.180844 51.552067,-0.180812 51.552032,-0.18081 51.552029,-0.18081 51.552026,-0.180812 51.552023,-0.180814 51.552021,-0.180818 51.552019,-0.180818 51.552017,-0.180818 51.552014,-0.180818 51.552013,-0.180819 51.552009,-0.18082 51.552007,-0.18082 51.552005,-0.180822 51.552003,-0.180827 51.551999,-0.18083 51.551997,-0.180836 51.551995,-0.18084 51.551993,-0.180842 51.551993,-0.180847 51.551992,-0.180852 51.551991,-0.180858 51.551991,-0.18086 51.55199,-0.180863 51.55199,-0.180866 51.55199,-0.180874 51.551991,-0.180876 51.551992,-0.180883 51.551993,-0.180887 51.551994,-0.180887 51.551995,-0.180902 51.551989,-0.180887 51.55197,-0.180886 51.551967,-0.180886 51.551964,-0.180883 51.55196,-0.180881 51.551956,-0.180881 51.551953,-0.180884 51.55195,-0.180888 51.551948,-0.180956 51.551923,-0.180961 51.551922,-0.180967 51.551922,-0.180971 51.551923,-0.180926 51.551873,-0.180755 51.551934,-0.180794 51.552112,-0.180811 51.552195,-0.180821 51.552237,-0.180825 51.552256,-0.180824 51.552259,-0.180822 51.552262,-0.180817 51.552265,-0.180812 51.552266,-0.180806 51.552265,-0.180801 51.552264,-0.180798 51.552261,-0.180796 51.552258,-0.180793 51.552239,-0.180782 51.552198,-0.180782 51.552197,-0.180765 51.552114,-0.180726 51.55193,-0.180726 51.551928,-0.180727 51.551925,-0.180729 51.551923,-0.180733 51.551921,-0.180924 51.551853,-0.180929 51.551852,-0.180933 51.551852,-0.180937 51.551853,-0.180941 51.551855,-0.180944 51.551857,-0.181187 51.552125))"
LB155,(West side) Monument to William Lovett in Highgate (Western) Cemetery,1378921,II,,1999-12-30,,,"POLYGON ((-0.14824 51.566806,-0.148241 51.566803,-0.148244 51.5668,-0.148249 51.566798,-0.148255 51.566797,-0.14826 51.566798,-0.148265 51.5668,-0.148268 51.566803,-0.148269 51.566807,-0.148267 51.56681,-0.148264 51.566813,-0.148259 51.566815,-0.148254 51.566815,-0.148248 51.566815,-0.148244 51.566813,-0.148241 51.56681,-0.14824 51.566806))"
LB19,Tomb of John Constable & family & attached railings in St John's Churchyard,1067357,II*,,1974-05-14,,,"POLYGON ((-0.180483 51.554794,-0.180484 51.55479,-0.180487 51.554788,-0.180492 51.554786,-0.180498 51.554785,-0.180503 51.554786,-0.180508 51.554788,-0.180511 51.554791,-0.180512 51.554794,-0.18051 51.554798,-0.180507 51.554801,-0.180502 51.554802,-0.180497 51.554803,-0.180491 51.554802,-0.180487 51.5548,-0.180484 51.554797,-0.180483 51.554794))"
LB1584,Garden walls and gates to Nos.1 and 2 (East Heath Lodge and South Lodge),1342098,II,,1974-05-14,,,"POLYGON ((-0.170435 51.558998,-0.170435 51.558999,-0.170437 51.559,-0.170449 51.559007,-0.17045 51.559007,-0.170474 51.559021,-0.170559 51.559068,-0.170607 51.559092,-0.170696 51.559137,-0.170771 51.559174,-0.170772 51.559175,-0.170795 51.559189,-0.170798 51.559191,-0.170799 51.559195,-0.170798 51.559198,-0.170795 51.559201,-0.170791 51.559203,-0.170785 51.559204,-0.17078 51.559203,-0.170775 51.559202,-0.170752 51.559188,-0.170678 51.559151,-0.170588 51.559106,-0.17054 51.559082,-0.17054 51.559081,-0.170455 51.559035,-0.170455 51.559034,-0.17043 51.55902,-0.170418 51.559013,-0.170417 51.559013,-0.170413 51.55901,-0.170412 51.559009,-0.17041 51.559008,-0.170408 51.559005,-0.170407 51.559004,-0.170404 51.559,-0.170403 51.558997,-0.170403 51.558995,-0.1704 51.558987,-0.170399 51.558987,-0.170397 51.558978,-0.170397 51.558977,-0.170396 51.558972,-0.170396 51.55897,-0.170397 51.558965,-0.170398 51.558964,-0.170399 51.55896,-0.1704 51.558958,-0.170402 51.558955,-0.170413 51.558935,-0.170413 51.558934,-0.170424 51.558917,-0.170424 51.558916,-0.170433 51.558904,-0.170438 51.558898,-0.170444 51.558889,-0.170445 51.558888,-0.170461 51.55887,-0.170462 51.55887,-0.170474 51.558857,-0.170475 51.558857,-0.170493 51.558842,-0.170502 51.558834,-0.170503 51.558833,-0.170511 51.558828,-0.170519 51.558823,-0.17052 51.558822,-0.170524 51.55882,-0.170535 51.558813,-0.170536 51.558813,-0.170557 51.558802,-0.170577 51.558791,-0.170578 51.558791,-0.17062 51.558771,-0.170639 51.558764,-0.170639 51.558763,-0.170659 51.558756,-0.170677 51.55875,-0.170678 51.55875,-0.170695 51.558745,-0.17071 51.558741,-0.170723 51.558738,-0.170725 51.558738,-0.170744 51.558734,-0.170746 51.558734,-0.170765 51.558732,-0.170769 51.558732,-0.170777 51.558733,-0.170791 51.558734,-0.170793 51.558735,-0.170805 51.558737,-0.170806 51.558737,-0.170819 51.558741,-0.17082 51.558741,-0.170824 51.558742,-0.170825 51.558743,-0.170841 51.558748,-0.170843 51.558749,-0.170915 51.558785,-0.170919 51.558788,-0.170921 51.558791,-0.17092 51.558795,-0.170917 51.558798,-0.170913 51.5588,-0.170908 51.558801,-0.170902 51.558801,-0.170897 51.558799,-0.170826 51.558763,-0.170812 51.558759,-0.170808 51.558757,-0.170796 51.558754,-0.170785 51.558752,-0.170773 51.558751,-0.170768 51.55875,-0.170751 51.558752,-0.170733 51.558755,-0.170721 51.558758,-0.170707 51.558761,-0.17069 51.558766,-0.170674 51.558772,-0.170654 51.558779,-0.170636 51.558786,-0.170595 51.558805,-0.170575 51.558816,-0.170555 51.558826,-0.170544 51.558833,-0.170543 51.558833,-0.170539 51.558836,-0.170532 51.55884,-0.170525 51.558845,-0.170516 51.558853,-0.170498 51.558867,-0.170486 51.558879,-0.17047 51.558896,-0.170465 51.558904,-0.170465 51.558905,-0.17046 51.558912,-0.170459 51.558912,-0.170451 51.558923,-0.17044 51.558941,-0.170429 51.558961,-0.170429 51.558962,-0.170427 51.558964,-0.170426 51.558968,-0.170425 51.558971,-0.170426 51.558975,-0.170428 51.558983,-0.170431 51.558991,-0.170431 51.558992,-0.170432 51.558994,-0.170434 51.558998,-0.170435 51.558998))"
LB1788,"(South side) Nos.36 AND 38 and attached railings, walls & gates",1379168,II,,1974-05-14,,,"POLYGON ((-0.173517 51.558903,-0.173531 51.55889,-0.173534 51.558887,-0.173539 51.558886,-0.173544 51.558886,-0.173549 51.558886,-0.173553 51.558888,-0.173556 51.55889,-0.173557 51.558893,-0.173557 51.558897,-0.173555 51.558899,-0.173468 51.558983,-0.173464 51.558985,-0.173459 51.558986,-0.173453 51.558987,-0.173448 51.558985,-0.173444 51.558983,-0.173442 51.55898,-0.173437 51.55898,-0.173431 51.558979,-0.173406 51.558968,-0.173303 51.558925,-0.1733 51.558923,-0.173298 51.558921,-0.173297 51.558918,-0.173297 51.558915,-0.173299 51.558913,-0.173344 51.558872,-0.173388 51.55883,-0.173391 51.558828,-0.173395 51.558827,-0.1734 51.558826,-0.173404 51.558827,-0.173408 51.558828,-0.173509 51.55887,-0.173513 51.558873,-0.173515 51.558876,-0.173515 51.558879,-0.173513 51.558883,-0.173499 51.558896,-0.173516 51.558903,-0.173517 51.558903),(-0.173479 51.558939,-0.173478 51.558938,-0.173461 51.558931,-0.173457 51.558936,-0.173472 51.558942,-0.173474 51.558944,-0.173479 51.558939))"
LB1619,"(East side) Playground walls, railings and gates to Primrose Hill Infants School",1139082,II,,1974-05-14,,,"POLYGON ((-0.151747 51.539317,-0.151751 51.539314,-0.151757 51.539313,-0.151762 51.539313,-0.151767 51.539315,-0.151771 51.539317,-0.151773 51.539321,-0.151773 51.539324,-0.15177 51.539327,-0.151689 51.539395,-0.151586 51.53948,-0.15147 51.539577,-0.151395 51.53964,-0.151296 51.539724,-0.151237 51.539773,-0.151233 51.539775,-0.151228 51.539777,-0.151222 51.539776,-0.151217 51.539775,-0.151213 51.539772,-0.151212 51.539769,-0.151212 51.539765,-0.151214 51.539762,-0.151273 51.539714,-0.151372 51.539629,-0.151447 51.539567,-0.151563 51.53947,-0.151666 51.539385,-0.151747 51.539317))"
LB1633,Entrance gates and walls to Lauderdale House adjoining Highgate Hill,1379129,II,,1954-06-10,,,"POLYGON ((-0.143024 51.569437,-0.14307 51.569457,-0.14311 51.569473,-0.143135 51.569484,-0.14317 51.569499,-0.143266 51.569539,-0.14327 51.569542,-0.143273 51.569545,-0.143272 51.569549,-0.14327 51.569552,-0.143266 51.569554,-0.143261 51.569556,-0.143255 51.569556,-0.14325 51.569554,-0.143154 51.569513,-0.143119 51.569499,-0.143094 51.569488,-0.143054 51.569471,-0.142994 51.569446,-0.14299 51.569444,-0.142988 51.569441,-0.142988 51.569438,-0.142989 51.569435,-0.142991 51.569433,-0.142992 51.569432,-0.142835 51.569344,-0.142712 51.569275,-0.142589 51.569206,-0.142468 51.569138,-0.142465 51.569135,-0.142464 51.569133,-0.142464 51.56913,-0.142465 51.569127,-0.142468 51.569125,-0.142586 51.569052,-0.142585 51.569051,-0.142583 51.569049,-0.142583 51.569046,-0.142584 51.569043,-0.142587 51.56904,-0.142596 51.569035,-0.1426 51.569033,-0.142605 51.569032,-0.14261 51.569032,-0.142614 51.569033,-0.142618 51.569036,-0.14262 51.569038,-0.142621 51.569042,-0.142619 51.569045,-0.142617 51.569047,-0.142616 51.569048,-0.142617 51.569049,-0.142618 51.569051,-0.142619 51.569054,-0.142617 51.569057,-0.142614 51.56906,-0.142499 51.569131,-0.142609 51.569192,-0.142731 51.569262,-0.142854 51.569331,-0.143022 51.569425,-0.143025 51.569427,-0.143027 51.56943,-0.143027 51.569433,-0.143026 51.569435,-0.143024 51.569437))"
